Dialogue name,Node Guid ID,Text Guid ID,Russian,English
C2_Tim Spar,29ac1e42-8680-4dde-bfa3-b3f0e6e4a1b9,c06aee08-08f7-4f4d-b571-8c51b2d5177e,"","Доброй ночи, тетя медиум! Мой <b>дедушка</b> умер, я хочу узнать, как он устроился... там."
C2_Tim Spar,43d1a048-65b9-4282-89d0-eb89be8807cc,5a93e724-b467-44fa-ab0f-fbdb5948c53d,"","Спасибо!.. Спасибо большое!!!"
C2_Tim Spar,46359059-d57a-4736-a187-d921f6807214,1ac331a5-0594-4f2c-bbfa-0de2aedfdb39,"","Я... это... я не хочу больше... пока!.."
C2_Tim Spar,26818f90-2a7f-4ff8-a120-e4564d1bfcb9,1e087326-61c9-4e31-a690-4625a0cb8df9,"","Все… все хорошо? Что не так?"
C2_Tim Spar,f3736d88-3d95-4627-b550-938c6211a9c4,e4bfd18b-5ad5-4f42-bd83-1c8c4eb8f30a,"","Все хорошо, василек"
C2_Tim Spar,f3736d88-3d95-4627-b550-938c6211a9c4,1aa33b5c-72f5-4c14-b6be-3b818d426b5e,"","Ghost"
C2_Tim Spar,2bdc4408-3df6-49bb-a810-b220e1d977dc,81e6e38f-5839-4ddc-a00c-0a3141e5ca26,"","Дедушка не хочет говорить?"
C2_Tim Spar,db7feba6-29bd-42a1-9e1d-e48c74e05232,Choice Dont have Text ID,"","Хорошо, я вам помогу"
C2_Tim Spar,ce233715-8543-41cf-9a34-ce7491221a7e,Choice Dont have Text ID,"","Нет. Вам я не могу помочь."
C2_Tim Spar,dbf01e41-a03e-4bc9-b256-c2669a85855b,Choice Dont have Text ID,"","Передать ответ призрака"
C2_Tim Spar,82e091b2-a87b-49df-b8e1-5fdc97a17eb4,Choice Dont have Text ID,"","Ничего! Сейчас попробуем еще раз"
C2_Tim Spar,b0604c90-cb64-4ded-93b2-360b0e30932b,Choice Dont have Text ID,"","Извини, мне кажется ничего не выйдет."
C3_LarsVesh,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,1b922cec-a73e-447d-af20-e5a26c142e59,"","Вчера мы с женой потеряли <b>дочь</b>. Я не смогу уснуть, если..."
C3_LarsVesh,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,cc4ca47d-e995-4ae8-8d48-0f14e7bb1be5,"","Если не смогу убедиться, что она в порядке..."
C3_LarsVesh,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,35804dcc-3274-42ed-a19b-1d7431ffb99a,"","Хотя бы теперь..."
C3_LarsVesh,dfbdd4a6-f0c3-4eab-97cf-d6faa227c9a4,6b5d1150-5322-430b-9b22-25f48206b2a6,"","Моя жена против, но я не могу иначе..."
C3_LarsVesh,4a5ff0fb-3cf0-4ecd-9a5c-0652b8480f78,e06ac053-52ed-4c4e-b425-aa39b28ede0c,"","Она была такой светлой маленькой девочкой… никогда никого не обижала… как же так…"
C3_LarsVesh,51ef8acd-a853-4b0f-a413-7ad51e328041,28403139-9d50-43bd-9cb2-4233fbf3074f,"","Жена была права. Мне не стоило сюда приходить."
C3_LarsVesh,7044de6f-57ef-4e7f-81af-fb651d90a534,9596277b-7a40-47db-92ca-51b451985c71,"","Обними за меня маму"
C3_LarsVesh,7044de6f-57ef-4e7f-81af-fb651d90a534,fefc9d66-4fdc-4ff4-b6ab-f5e90404f722,"","Ghost"
